"Date","Open","High","Low","Close"
"14 Sep 2021","26787.05","26924.60","26760.30","26895.55"
"13 Sep 2021","26718.70","26767.70","26540.50","26666.90"
"09 Sep 2021","26641.80","26755.50","26508.15","26708.30"
"08 Sep 2021","26546.45","26753.95","26415.70","26676.65"
"07 Sep 2021","26259.65","26561.15","26238.55","26491.90"
"06 Sep 2021","26084.70","26279.10","25996.10","26228.40"
"03 Sep 2021","25856.50","26068.25","25852.20","26033.45"
"02 Sep 2021","25478.70","25807.20","25435.80","25769.10"
"01 Sep 2021","24982.80","25421.50","24968.20","25346.80"
"31 Aug 2021","24618.20","24881.50","24517.95","24854.30"
"30 Aug 2021","24193.30","24587.60","24181.65","24544.10"
"27 Aug 2021","23998.20","24127.55","23871.80","24097.80"
"26 Aug 2021","23863.15","23973.75","23730.75","23937.65"
"25 Aug 2021","24175.30","24288.65","23758.45","23791.40"
"24 Aug 2021","24223","24255.70","23969.65","24152.45"
"23 Aug 2021","24349.05","24468.25","23949.60","24134.10"
"20 Aug 2021","24226.95","24411.85","24104.70","24224.05"
"18 Aug 2021","24365.35","24479.40","24275.30","24389.05"
"17 Aug 2021","24137","24335.60","24037.80","24254.00"
"16 Aug 2021","24188","24288.75","24061.35","24098.60"
"13 Aug 2021","24096.20","24299.85","24078.65","24260.40"
"12 Aug 2021","24079.70","24140.40","23898.60","24079.40"
"11 Aug 2021","24061.55","24134.95","23511.45","23962.60"
"10 Aug 2021","24188.25","24307.60","23962.50","24033.90"
"09 Aug 2021","24215.35","24360.70","24056.10","24106.25"
"06 Aug 2021","null","null","null","24144.65"
"05 Aug 2021","null","null","null","24153.32"
"04 Aug 2021","null","null","null","24208.10"
"03 Aug 2021","null","null","null","24465.50"
"02 Aug 2021","null","null","null","24170.30"
"30 Jul 2021","null","null","null","23855.96"
"29 Jul 2021","null","null","null","23755.72"
"28 Jul 2021","null","null","null","23665.84"
"27 Jul 2021","null","null","null","23804.33"
"26 Jul 2021","null","null","null","23800.59"
"23 Jul 2021","null","null","null","23610.59"
"22 Jul 2021","null","null","null","23721.31"
"20 Jul 2021","null","null","null","23277.96"
"19 Jul 2021","null","null","null","23409.56"
"16 Jul 2021","null","null","null","23533.97"
"15 Jul 2021","null","null","null","23344.99"
"14 Jul 2021","null","null","null","23297.15"
"13 Jul 2021","null","null","null","23352.41"
"12 Jul 2021","null","null","null","23279.69"
"09 Jul 2021","null","null","null","23174.80"
"08 Jul 2021","null","null","null","23191.27"
"07 Jul 2021","null","null","null","23206.48"
"06 Jul 2021","null","null","null","23355.40"
"05 Jul 2021","null","null","null","23421.37"
"02 Jul 2021","null","null","null","23273.44"
"01 Jul 2021","null","null","null","23001.70"
"30 Jun 2021","null","null","null","22999.27"
"29 Jun 2021","null","null","null","22945.55"
"28 Jun 2021","null","null","null","23083.90"
"25 Jun 2021","null","null","null","23081.65"
"24 Jun 2021","null","null","null","23223.45"
"23 Jun 2021","null","null","null","23246.22"
"22 Jun 2021","null","null","null","23039.77"
"21 Jun 2021","null","null","null","22946.79"
"18 Jun 2021","null","null","null","22870.33"
"17 Jun 2021","null","null","null","22825.50"
"16 Jun 2021","null","null","null","22871.75"
"15 Jun 2021","null","null","null","23098.10"
"14 Jun 2021","null","null","null","23025.78"
"11 Jun 2021","null","null","null","22963.49"
"10 Jun 2021","null","null","null","23022.53"
"09 Jun 2021","null","null","null","22846.46"
"08 Jun 2021","null","null","null","22834.79"
"07 Jun 2021","null","null","null","22826.40"
"04 Jun 2021","null","null","null","22743.35"
"03 Jun 2021","null","null","null","22903.22"
"02 Jun 2021","null","null","null","22060.91"
"01 Jun 2021","null","null","null","21912.82"
"31 May 2021","null","null","null","21958.99"
"28 May 2021","null","null","null","21756.82"
"27 May 2021","null","null","null","21874.09"
"26 May 2021","null","null","null","21597.28"
"25 May 2021","null","null","null","21561.68"
"24 May 2021","null","null","null","21304.91"
"21 May 2021","null","null","null","21339.17"
"20 May 2021","null","null","null","21357.82"
"19 May 2021","null","null","null","21317.87"
"18 May 2021","null","null","null","21216.30"
"17 May 2021","null","null","null","20665.17"
